"epci","clust","lib"
243400520,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243400694,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243400736,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243400769,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243400819,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
243500139,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243500550,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243500618,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243500634,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243500659,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243500667,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243500725,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243500733,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243500741,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243500774,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243500782,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600202,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600236,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600293,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243600301,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600319,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600327,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600343,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243600350,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243700499,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243700754,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243700820,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243800604,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243800745,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243800778,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243800844,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243800935,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243800984,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243801024,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243801073,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243801255,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243900354,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
243900412,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243900420,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
243900479,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
243900560,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243900610,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243900719,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243901071,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
243901089,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244000543,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244000659,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000675,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000691,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244000766,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000774,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000808,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000824,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000857,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244000865,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244000873,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244000881,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244100293,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244100780,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244100798,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244100806,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244200614,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244200622,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244200630,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244200770,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
244200820,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244200895,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244300307,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244301016,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244301032,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244301099,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
244301107,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244301123,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244301131,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400404,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244400438,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400453,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400503,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400537,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400552,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400586,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400610,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244400644,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244500203,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
244500211,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
244500419,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244500427,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244500468,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244500484,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244500542,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244600433,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244600482,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244600532,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
244600573,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244700449,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244700464,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244701355,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244701405,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
244800405,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244800470,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244900015,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
244900809,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
244900882,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245100615,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245100888,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245100979,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245200597,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245300223,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245300306,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245300330,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245300355,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245300389,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245300447,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245400171,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245400189,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245400262,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245400510,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245400601,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245400676,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245400759,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245500327,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245501176,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245501184,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245501242,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245501259,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245600440,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245600465,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245614383,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245614417,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245614433,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245700133,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245700372,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245700398,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245700695,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245700950,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245701164,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245701206,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245701222,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245701271,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245701354,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245701362,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245701404,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245801063,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245804406,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245804497,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
245900410,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
245900428,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245900758,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245901038,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
245901061,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
245901152,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
245901160,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246000129,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246000376,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246000566,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246000582,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246000707,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246000749,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246000756,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246000764,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246000772,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246000848,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246000855,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246000871,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246000897,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246000913,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246000921,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246100390,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246100663,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246200299,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246200364,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246200380,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246200729,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246200844,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246201016,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246201149,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246300701,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246300966,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246301097,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246400337,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246401756,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246500482,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246500573,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246600282,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246600373,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246600399,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246600415,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246600423,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246600449,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246600464,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246600548,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246700306,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246700488,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246700744,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246700777,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246700843,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246700926,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246700959,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246700967,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246701064,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246701080,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246701098,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246800205,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246800395,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
246800445,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
246800494,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246800551,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246800569,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246800577,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246800585,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246800676,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246800726,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
246900575,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246900625,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
246900724,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246900740,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246900757,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
246900765,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247000011,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247000367,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000623,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000664,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247000698,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000706,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247000714,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000722,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000755,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247000821,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247000854,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247100290,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247100589,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247100639,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247100647,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247103765,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247103864,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247104094,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247200090,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247200132,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247200348,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247200421,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247200447,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247200629,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247200686,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247300015,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247300254,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247300262,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247300361,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247300452,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247300528,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247300668,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247300676,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247300817,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400047,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247400112,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400567,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247400583,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400617,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400666,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247400682,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400690,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400724,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247400740,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247400773,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247600497,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247600505,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247600539,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247600588,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247600596,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247600604,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247600620,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247600646,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
247600729,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
247600786,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247700032,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247700057,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247700065,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
247700107,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
247700339,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247700438,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247700594,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247700644,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247700701,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247800550,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247800584,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247800618,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
247900798,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248000499,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248000531,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248000747,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248100158,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248100430,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248100497,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248100737,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248100745,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248200016,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248200057,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248200065,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248200099,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248200107,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248300394,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248300410,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248300493,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248300543,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248300550,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248400053,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
